#Rank,CustomerId,Surname,Balance,CreditScore,Gender,Age,HasCrCard,EstimatedSalary
2363,15613630,Tang,109923,775,Male,52,1,96823
2364,15737408,L?,109942,703,Female,41,1,116267
2365,15742480,Igwebuike,109949,775,Male,36,0,71683
2366,15609669,Chuang,109949,542,Female,39,1,41269
2367,15599860,Warner,109958,647,Female,26,1,136592
2368,15729065,Mackay,109960,784,Male,28,1,170830
2369,15784923,Chimezie,109974,705,Female,37,1,36321
2370,15642391,Lettiere,109979,621,Male,51,0,177741
2371,15582714,Napolitani,110023,749,Male,47,0,135655
2372,15742378,Swaim,110030,520,Male,32,1,56247
2373,15717736,Shen,110031,639,Female,46,1,133996
2374,15762228,Barnes,110047,506,Male,35,1,26319
2375,15748639,Hayslett,110054,497,Male,35,1,92887
2376,15589296,Brown,110054,724,Female,40,1,86951
2377,15623063,Taylor,110068,651,Male,35,1,127679
2378,15710825,Ch'en,110071,592,Male,31,0,43921
2379,15569626,Miller,110080,577,Male,35,1,109794
2380,15700657,Thornton,110087,641,Female,40,1,159773
2381,15750181,Sanderson,110113,553,Male,41,0,81899
2382,15630698,Hay,110124,745,Female,55,0,51548
2383,15602797,Okwudilichukwu,110133,645,Female,49,0,187690
2384,15807993,Bruno,110148,588,Female,30,1,5791
2385,15663194,Voronova,110150,582,Female,40,1,191758
2386,15772941,Lane,110153,666,Male,30,0,74849
2387,15802207,Ibezimako,110183,769,Male,43,1,87537
2388,15637788,Schmidt,110204,743,Male,23,1,95583
2389,15813067,Williams,110219,432,Female,45,1,43047
2390,15601811,Caldwell,110240,668,Female,53,0,183981
2391,15662578,Dettmann,110245,679,Male,35,1,178291
2392,15745533,Sargent,110314,799,Female,63,1,37464
2393,15578435,Langlands,110341,640,Male,40,1,157887
2394,15604119,Alderete,110350,850,Male,35,0,126356
2395,15627352,Bulgakov,110356,459,Male,46,1,4969
2396,15591107,Flemming,110357,723,Female,68,0,141978
2397,15720559,Heath,110368,487,Female,61,0,11384
2398,15769596,Yen,110407,710,Female,24,0,15832
2399,15627212,Smith,110414,630,Female,36,1,48985
2400,15581440,Christie,110463,724,Female,48,1,80552
2401,15775235,Ku,110480,690,Female,36,0,81292
2402,15772262,Vavilov,110484,545,Male,37,1,127395
2403,15721019,Jones,110495,687,Female,24,1,158615
2404,15758750,Iweobiegbunam,110527,564,Male,31,1,87061
2405,15573520,Rhodes,110540,692,Male,49,0,107473
2406,15678886,Golubev,110555,679,Male,38,1,46523
2407,15691150,Ku,110559,699,Female,32,1,127430
2408,15775490,Downie,110571,660,Female,38,1,195907
2409,15588854,Wu,110581,715,Female,31,1,94715
2410,15662884,Naylor,110598,739,Male,58,0,160123
2411,15688691,Lei,110610,665,Female,51,0,1113
2412,15775949,Trevisani,110615,612,Female,38,1,193503
2413,15670205,Boyd,110625,518,Female,41,1,89328
2414,15575623,Simpson,110635,589,Female,31,1,148219
2415,15701121,Holt,110641,521,Male,38,0,136508
2416,15787204,Howe,110647,774,Female,43,0,108804
2417,15673693,Reppert,110654,682,Female,26,0,111879
2418,15651020,Fiorentino,110666,473,Female,25,0,46758
2419,15634968,Hsueh,110689,789,Female,37,1,71121
2420,15605666,Peyser,110717,720,Female,34,1,9398
2421,15675422,Conway,110728,544,Female,32,1,14560
2422,15610900,Thompson,110739,770,Female,70,1,22667
2423,15658158,Sullivan,110742,672,Female,23,1,80779
2424,15754012,Shepherdson,110752,687,Female,35,1,47921
2425,15678727,Tan,110766,770,Male,45,1,26164
2426,15661526,Anderson,110777,815,Male,37,1,2384
2427,15774285,Kentish,110783,649,Female,47,1,71420
2428,15661275,Wynn,110792,532,Male,52,1,148705
2429,15697311,Nebechukwu,110802,697,Male,56,1,50230
2430,15634281,P'an,110823,720,Female,43,0,72862
2431,15633866,Hsiung,110825,753,Male,30,1,57896
2432,15761950,Woronoff,110827,652,Female,45,1,153384
2433,15669410,Yevdokimova,110830,683,Male,30,0,24939
2434,15659656,Pan,110838,849,Male,35,0,126420
2435,15607133,Shih,110864,717,Female,49,1,124533
2436,15768495,Chidimma,110923,700,Female,32,1,161846
2437,15665062,Lucchese,110929,696,Male,19,1,2767
2438,15644753,Hung,110930,848,Male,40,1,30877
2439,15663168,MacDonald,110935,665,Male,35,1,169288
2440,15774358,Robertson,110939,443,Male,59,1,72847
2441,15711572,O'Kane,110942,705,Female,31,1,163485
2442,15639368,Pipes,110943,732,Male,25,0,172577
2443,15699195,Shen,110949,709,Female,24,1,168516
2444,15802256,Yao,110976,439,Male,28,1,138527
2445,15684868,Cameron,110994,668,Male,56,1,134397
2446,15720050,Barrett,110998,727,Female,28,1,101434
2447,15730793,Russell,111009,699,Female,54,1,155906
2448,15586585,Duncan,111019,698,Female,51,1,86410
2449,15766064,Komarova,111060,559,Male,33,1,110372
2450,15754177,Bazarova,111061,712,Male,53,0,26542
2451,15621974,Davydova,111064,778,Female,33,1,83557
2452,15649297,T'ang,111066,605,Female,62,0,125661
2453,15762729,Ukaegbunam,111071,745,Female,28,1,73276
2454,15812706,Mazure,111088,627,Male,49,0,146680
2455,15782530,Bruce,111093,681,Male,30,1,68986
2456,15667424,Forbes,111094,682,Female,43,1,64679
2457,15737909,Bates,111096,759,Male,44,1,100138
2458,15696388,Artamonova,111097,755,Male,38,1,19763
2459,15668309,Maslow,111099,350,Female,40,1,172321
2460,15789498,Miller,111100,562,Male,30,0,140650
2461,15648933,Reilly,111101,831,Male,44,1,28144
2462,15608406,Schmidt,111128,678,Male,26,1,60941
2463,15759499,Gardiner,111157,598,Female,32,1,167376
2464,15739548,Johnson,111168,775,Male,28,1,149331
2465,15615140,Corson,111169,791,Male,36,1,189970
2466,15620123,Christie,111170,605,Male,39,0,9641
2467,15717962,Ch'iu,111180,773,Male,63,1,93091
2468,15665521,Chiazagomekpele,111184,642,Male,18,0,10064
2469,15746490,Wollstonecraft,111201,648,Female,53,1,121542
2470,15570857,Kambinachi,111214,677,Female,39,1,147578
2471,15783349,Montague,111233,481,Male,39,1,123995
2472,15769703,West,111258,550,Female,45,0,97623
2473,15665053,Nixon,111285,636,Male,52,0,32936
2474,15789563,Fiorentino,111288,706,Female,46,1,149170
2475,15669782,Chu,111337,820,Male,39,1,16770
2476,15781702,Brookes,111347,733,Male,38,0,194873
2477,15783097,Lombardo,111348,813,Male,27,1,46422
2478,15728005,Urban,111360,698,Female,57,1,105715
2479,15589017,Chiu,111363,547,Male,55,1,16922
2480,15670587,Yang,111363,558,Male,25,1,197264
2481,15774336,Jamieson,111370,648,Male,44,1,91948
2482,15584930,Grimmett,111375,726,Male,30,1,2704
2483,15800845,Artemieva,111380,732,Female,33,1,45099
2484,15587421,Tsai,111388,687,Female,34,1,148565
2485,15714883,Genovese,111396,508,Female,25,0,48197
2486,15706537,Pirogov,111397,577,Female,59,0,191070
2487,15638329,Uspensky,111432,522,Male,25,1,168684
2488,15625881,Koehler,111433,634,Male,37,1,167032
2489,15705352,Yang,111485,686,Male,38,1,76076
2490,15726796,Brabyn,111502,844,Male,38,1,119333
2491,15606386,Wang,111513,753,Female,46,1,159577
2492,15577771,Akabueze,111524,453,Female,40,1,120374
2493,15585379,Humphries,111525,704,Male,39,1,199485
2494,15812210,Yashina,111537,497,Female,32,1,9498
2495,15604515,Yefremov,111543,737,Female,22,0,106328
2496,15594786,Ts'ai,111566,772,Male,34,1,121073
2497,15740602,Boyle,111568,674,Female,27,0,22026
2498,15567446,Coffman,111574,646,Male,39,1,30839
2499,15606149,Wood,111577,571,Female,66,0,189272
2500,15804709,Watt,111578,688,Male,35,0,166166
2501,15755798,Feng,111582,610,Male,33,0,113943
2502,15669656,Macdonald,111589,632,Male,32,1,170383
2503,15724851,Farmer,111590,507,Male,31,1,150037
2504,15799600,Coles,111599,640,Male,48,0,135996
2505,15726776,Donnelly,111629,705,Male,36,1,21807
2506,15589869,Tang,111634,437,Male,49,0,166440
2507,15589488,Ch'eng,111642,686,Female,56,1,80554
2508,15716276,Kennedy,111670,709,Female,34,1,57030
2509,15686060,Chou,111678,670,Male,43,1,178827
2510,15732778,Templeman,111682,468,Male,29,1,195711
2511,15584320,Brennan,111696,686,Female,39,0,136644
2512,15770498,Parker,111723,798,Female,37,1,83478
2513,15741078,Greece,111729,736,Male,54,0,84920
2514,15616666,Artemova,111739,646,Female,52,0,68367
2515,15629010,Beam,111743,847,Female,35,1,183584
2516,15674551,Fitch,111757,535,Male,40,1,8128
2517,15576824,Kennedy,111760,564,Female,44,1,104722
2518,15681990,Palmerston,111769,497,Male,24,1,55859
2519,15635752,Lo,111798,685,Male,38,1,102185
2520,15794236,Thorpe,111813,642,Male,22,1,183045
2521,15762682,Mitchell,111827,709,Female,35,1,12675
2522,15683758,Onyekachukwu,111833,640,Male,44,1,67203
2523,15680001,McDonald,111836,602,Male,38,1,124390
2524,15649078,Christian,111838,850,Female,27,1,110806
2525,15682356,Veltri,111853,655,Female,37,1,10511
2526,15682618,Jamieson,111855,535,Female,31,1,36279
2527,15583364,McGregor,111872,476,Female,32,0,112133
2528,15764195,Newsom,111900,519,Male,39,1,97577
2529,15616454,Davidson,111905,476,Female,34,0,197222
2530,15628219,Benson,111912,665,Female,37,1,110360
2531,15666548,Chung,111920,466,Female,56,1,197634
2532,15672598,Walker,111927,613,Male,30,1,175796
2533,15707473,Summers,111963,850,Female,48,1,111756
2534,15626008,Miller,111974,622,Female,52,1,162756
2535,15728669,Knowles,112014,584,Female,30,1,177772
2536,15774551,K?,112030,772,Male,36,1,186948
2537,15570835,Fallaci,112045,491,Female,57,1,41230
2538,15602280,Martin,112046,829,Female,27,1,119708
2539,15603743,Tai,112070,526,Male,28,0,126282
2540,15655082,Pape,112071,607,Female,48,1,173568
2541,15745623,Worsnop,112080,788,Male,32,0,89369
2542,15770101,Millar,112088,766,Male,43,1,36707
2543,15610912,Ferri,112119,657,Female,41,1,17537
2544,15812497,D'Albertis,112146,654,Male,37,1,75927
2545,15721251,Watson,112153,554,Female,41,0,36242
2546,15616929,De Luca,112181,730,Male,62,0,61514
2547,15796612,Ch'ang,112203,527,Female,31,1,182266
2548,15618750,Phillips,112212,590,Male,31,1,26261
2549,15801277,Maccallum,112212,715,Female,31,1,181601
2550,15582910,Turnbull,112230,514,Male,38,1,16717
2551,15759034,Li Fonti,112263,654,Male,36,1,12873
2552,15806808,Hope,112282,834,Female,57,1,140225
2553,15745107,Lung,112282,776,Male,38,0,89894
2554,15770039,Kuo,112290,572,Male,39,1,49374
2555,15732774,Marchesi,112291,656,Male,37,1,153158
2556,15577985,Chinomso,112324,574,Female,34,1,17993
2557,15701074,Herz,112331,629,Male,35,1,91001
2558,15815552,Ferguson,112334,670,Female,42,1,65707
2559,15582492,Moore,112367,535,Female,29,1,185631
2560,15569670,Alexeyeva,112373,627,Male,30,1,118029
2561,15596914,Shaw,112373,630,Female,31,1,131168
2562,15807120,Oluchukwu,112383,841,Female,52,1,85516
2563,15694296,Chineze,112392,631,Male,35,1,24472
2564,15789955,Hu,112415,698,Male,56,0,93982
2565,15643378,Muir,112420,744,Male,42,1,83023
2566,15709639,Wilson,112465,717,Female,22,1,92978
2567,15781987,Akhtar,112495,641,Male,31,1,32232
2568,15690744,Custance,112499,683,Male,43,1,30375
2569,15751774,Monnier,112511,774,Male,76,1,143133
2570,15776985,Kung,112519,652,Female,36,0,110421
2571,15607395,Holt,112529,679,Female,33,1,177362
2572,15672826,Chen,112537,666,Female,32,1,34351
2573,15814536,Conti,112542,549,Male,37,0,47432
2574,15719170,Sagese,112543,679,Female,30,1,179435
2575,15580462,Corby,112544,607,Male,40,1,19842
2576,15580684,Feng,112565,706,Female,29,1,42334
2577,15641411,Volkova,112568,756,Female,23,1,113408
2578,15793803,Robinson,112572,574,Male,34,0,165627
2579,15651581,Lavrentyev,112596,758,Male,68,1,35865
2580,15720687,Chidubem,112610,576,Female,41,0,191035
2581,15580252,Waters,112611,748,Male,44,0,2049
2582,15579892,Doyle,112616,708,Male,19,1,4492
2583,15571869,Lei,112651,669,Female,50,0,166386
2584,15615457,Burns,112652,842,Female,44,1,126645
2585,15806956,Iqbal,112667,746,Male,30,0,11710
2586,15613518,Bellucci,112669,647,Female,35,0,122584
2587,15643770,Yu,112670,682,Female,52,1,21085
2588,15806901,Henderson,112688,584,Female,39,1,127750
2589,15782591,Cook,112690,690,Male,35,1,176962
2590,15636812,Rose,112701,583,Male,40,0,29214
2591,15734461,Brooks,112708,562,Male,31,0,186370
2592,15584776,Shen,112712,847,Female,37,1,116097
2593,15634564,Aksyonov,112713,593,Male,31,1,176869
2594,15663312,Marino,112727,494,Female,35,1,183753
2595,15800295,Cruz,112747,644,Male,34,0,141230
2596,15633729,Wang,112751,488,Male,43,1,28332
2597,15811958,Medland,112755,850,Male,44,0,158171
2598,15681562,Trevisan,112774,516,Female,43,1,139367
2599,15689633,Toomey,112804,845,Female,38,1,179632
2600,15672756,Mills,112808,716,Female,35,0,17848
2601,15590241,Chuang,112822,750,Female,34,0,150402
2602,15593014,Evseyev,112833,525,Male,33,0,175179
2603,15717290,Onyekaozulu,112871,688,Male,41,0,65521
2604,15783477,Biryukov,112890,706,Female,39,0,6724
2605,15757628,Savage,112897,571,Male,40,1,121403
2606,15627195,Parrott,112930,568,Male,26,1,22096
2607,15774931,She,112936,452,Male,30,1,99017
2608,15685357,Wright,112940,750,Female,36,0,9856
2609,15657937,Lord,112950,709,Male,22,0,155232
2610,15677112,Chukwufumnanya,112957,519,Male,39,1,97593
2611,15675787,Rivera,112973,505,Male,26,1,145012
2612,15621768,Chukwuhaenye,112995,712,Male,45,0,198399
2613,15668057,K?,113001,669,Female,31,1,40468
2614,15797686,Howard,113001,558,Male,38,1,152872
2615,15778589,Collier,113015,626,Male,34,1,56646
2616,15724623,Taubman,113034,704,Female,24,1,162503
2617,15660571,Halpern,113034,668,Male,43,1,100424
2618,15715750,Okeke,113064,646,Female,44,0,53072
2619,15650258,Sinclair,113090,479,Female,35,1,195650
2620,15737275,Conti,113096,649,Male,39,1,60335
2621,15715907,Onwubiko,113110,699,Male,64,1,27981
2622,15718769,Fallaci,113110,557,Male,36,1,98413
2623,15683007,Torode,113113,739,Female,25,1,129181
2624,15727350,Pai,113143,516,Female,37,0,3363
2625,15721585,Blacklock,113147,628,Male,29,0,124749
2626,15649487,Sal,113150,578,Female,38,1,176713
2627,15800703,Madukwe,113157,485,Female,21,1,54142
2628,15657321,Arkwookerum,113174,712,Male,27,1,147262
2629,15596575,Vale,113194,615,Male,39,1,52166
2630,15626144,Chu,113209,675,Male,40,1,34577
2631,15618401,Douglas,113220,616,Male,41,1,114073
2632,15646535,Harrell,113226,578,Male,46,1,56771
2633,15679733,Haugh,113228,796,Male,40,1,46415
2634,15762392,Ilyina,113257,683,Male,30,1,65035
2635,15683841,Hamilton,113270,555,Male,41,1,185387
2636,15619130,Simpson,113291,752,Female,37,1,132468
2637,15598586,Wetherspoon,113292,680,Male,31,1,122640
2638,15669293,Hovell,113309,517,Male,37,0,31517
2639,15715541,Yang,113311,850,Female,42,1,198194
2640,15790113,Schofield,113317,609,Female,71,1,108258
2641,15627484,Obielumani,113329,686,Female,47,1,124171
2642,15628674,Iadanza,113348,844,Male,40,1,31904
2643,15815690,Akabueze,113349,614,Female,40,1,77789
2644,15683522,Kennedy,113383,678,Female,37,1,135124
2645,15709474,Macnamara,113386,740,Female,57,1,65122
2646,15703205,Uwaezuoke,113402,656,Female,46,1,138849
2647,15763414,Degtyarev,113447,655,Male,32,1,82084
2648,15693996,Hawks,113453,507,Female,33,0,142912
2649,15690182,Kapustin,113489,635,Male,37,1,95612
2650,15695301,Matthews,113523,504,Male,44,1,12405
2651,15740406,Padovesi,113526,628,Male,38,1,46044
2652,15734578,Craig,113538,726,Female,53,0,28367
2653,15692918,Hsing,113546,604,Male,36,1,134875
2654,15653753,Chiemenam,113568,542,Male,43,1,89543
2655,15640855,T'ien,113575,729,Male,40,1,103396
2656,15587210,McCartney,113582,591,Female,44,1,1985
2657,15705991,Kenenna,113599,469,Male,38,0,11950
2658,15789158,Nikitina,113600,636,Male,49,1,158887
2659,15677783,Graham,113607,764,Male,38,1,91094
2660,15706163,Enyinnaya,113626,518,Male,46,0,92727
2661,15789055,Watt,113635,635,Male,35,1,90883
2662,15616859,Bonwick,113641,602,Female,43,1,115116
2663,15692929,Ikechukwu,113657,791,Female,42,0,139947
2664,15735572,Lawrence,113658,629,Male,59,1,116849
2665,15787848,Chinedum,113672,602,Male,30,0,102136
2666,15657957,Hughes,113674,602,Female,26,1,197861
2667,15643426,Robertson,113681,523,Female,36,0,13197
2668,15799300,Kao,113689,510,Male,31,1,33099
2669,15777616,Pisani,113691,605,Male,28,1,33114
2670,15735439,P'an,113693,449,Female,31,0,82796
2671,15723299,Sorokina,113709,774,Male,53,1,153888
2672,15596761,Hawdon,113715,515,Male,60,1,18424
2673,15592854,Garcia,113736,705,Male,25,0,196865
2674,15588923,Murphy,113743,591,Female,33,1,124625
2675,15574012,Chu,113756,645,Male,44,1,149757
2676,15809006,Walker,113758,602,Male,23,0,84078
2677,15659694,Wallis,113782,634,Female,53,1,106345
2678,15593454,Lambert,113794,678,Female,40,1,16619
2679,15797204,Paling,113812,655,Female,28,0,76844
2680,15788634,Romani,113817,750,Female,37,0,88334
2681,15568595,Fleming,113829,544,Male,64,1,124341
2682,15741554,Streeter,113836,746,Male,31,1,174816
2683,15673837,Ko,113859,617,Male,61,1,38129
2684,15750014,Chikere,113865,755,Female,37,1,117396
2685,15743673,Wood,113873,551,Male,27,1,85130
2686,15764314,Reilly,113877,550,Male,36,1,174922
2687,15706904,Robertson,113882,750,Male,43,1,74564
2688,15694765,Sabbatini,113882,610,Male,49,1,195814
2689,15815628,Moysey,113900,711,Female,37,0,80215
2690,15768340,Beavers,113905,642,Female,19,1,176137
2691,15727619,Lock,113910,753,Female,46,1,92320
2692,15625716,Genovesi,113914,637,Female,33,0,65317
2693,15807194,Iweobiegbulam,113922,718,Male,34,1,30772
2694,15584505,Hill,113924,580,Female,23,0,196241
2695,15670738,Mazzanti,113939,733,Male,45,1,3219
2696,15572038,Chijindum,113949,660,Male,35,1,188892
2697,15666295,Smith,113957,610,Male,50,1,196527
2698,15622578,Sergeyev,113959,806,Male,34,0,32126
2699,15704769,Smith,113979,585,Female,67,0,93146
2700,15794916,Pirogov,113980,725,Male,41,1,116704
2701,15618314,Chu,114006,676,Male,40,1,67998
2702,15794187,Young,114008,695,Male,36,1,118121
2703,15647965,Genovese,114024,477,Female,57,1,71167
2704,15813132,Chukwukadibia,114028,696,Male,30,1,193717
2705,15577018,Tsao,114035,684,Female,26,0,96885
2706,15642725,Madison,114085,797,Male,32,0,125782
2707,15736495,Jackson,114088,712,Male,34,1,92795
2708,15715709,Shih,114091,696,Male,43,0,159888
2709,15778838,Warren,114135,783,Male,38,1,153270
2710,15603880,Morgan,114142,519,Male,38,1,60988
2711,15689328,Harrison,114169,705,Male,48,0,173273
2712,15682585,Guerra,114193,593,Male,35,1,71154
2713,15627232,Jibunoh,114203,608,Male,44,1,77830
2714,15680970,Lombardi,114207,611,Female,41,1,164062
2715,15676353,Etheridge,114213,598,Male,35,1,74323
2716,15722611,Cameron,114233,752,Female,53,1,51587
2717,15771749,Duncan,114268,653,Female,38,1,89525
2718,15637366,Su,114269,505,Female,25,1,126728
2719,15655229,Craig,114285,850,Female,35,0,129661
2720,15622750,Chu,114292,742,Female,21,1,31520
2721,15655175,Wallace,114319,740,Male,40,1,129334
2722,15664681,Aitken,114321,584,Female,35,0,15959
2723,15790282,Trentino,114328,817,Male,58,1,42831
2724,15763171,Hu,114331,650,Female,25,1,25325
2725,15768233,Chukwuebuka,114346,435,Male,37,0,981
2726,15672640,Kambinachi,114348,850,Female,45,1,109089
2727,15567832,Shih,114355,550,Female,40,1,54019
2728,15751412,Harvey,114370,704,Male,36,0,66810
2729,15737133,P'eng,114387,706,Male,68,1,28602
2730,15707189,Marshall,114392,667,Female,36,1,53413
2731,15670822,Palmer,114416,719,Female,22,1,177497
2732,15792064,Pai,114422,545,Male,53,1,180598
2733,15785654,Ofodile,114423,727,Male,45,1,104679
2734,15705657,Hewitt,114428,535,Female,44,1,136330
2735,15569410,Tang,114430,601,Female,33,1,153012
2736,15587712,Chimaijem,114435,589,Male,36,1,26956
2737,15647111,White,114440,794,Female,22,1,107753
2738,15589380,Fraser,114447,713,Male,40,1,87308
2739,15782802,Beneventi,114450,582,Male,26,1,14082
2740,15576706,Ajuluchukwu,114454,651,Male,37,0,175821
2741,15691875,Tsou,114492,850,Female,39,1,99689
2742,15653997,Haynes,114494,699,Male,31,0,138396
2743,15735203,Seleznyov,114511,654,Female,32,1,126143
2744,15744789,McConnell,114513,786,Female,32,1,15797
2745,15787756,Nkemdirim,114515,467,Male,51,1,177785
2746,15602554,Vorobyova,114520,664,Female,31,0,79222
2747,15766908,Trevisani,114540,488,Male,32,1,92568
2748,15736043,Hamilton,114543,638,Male,34,1,97755
2749,15773276,Townsend,114553,633,Male,63,1,73856
2750,15752816,Murray,114591,531,Male,29,0,75585
2751,15643188,Barnett,114604,671,Female,47,1,153194
2752,15717700,McIntyre,114610,683,Male,34,0,25339
